bedrooms,bathroom,surface sft,land surface,price,gross tax,strata fee,build year,type,address,city,district,listing id,url,longitude,latitude
4,2,,-1,"1,100,000",-1.0,-1.0,-1,House,12 Rue Maple,Sainte-Anne-de-Bellevue,,10242313,https://www.realtor.ca/real-estate/21851074/12-rue-maple-sainte-anne-de-bellevue-south,-73.945196,45.40455
6,3,298.1 m2,-1,"1,100,000",-1.0,-1.0,-1,House,11905 Boul. de l'Acadie,Montréal (Ahuntsic-Cartierville),,15966908,https://www.realtor.ca/real-estate/21592484/11905-boul-de-lacadie-montréal-ahuntsic-cartierville-nouveau-bordeaux,-73.693324,45.539944
5,3,,-1,"1,118,000",-1.0,-1.0,-1,House,9081 Crois. Richmond,Brossard,,16971823,https://www.realtor.ca/real-estate/22228312/9081-crois-richmond-brossard-street-names-r,-73.47994019,45.44477516
4,2,,-1,"1,125,000",-1.0,-1.0,-1,House,1800 Crois. Salzbourg,Brossard,,25070582,https://www.realtor.ca/real-estate/22164524/1800-crois-salzbourg-brossard-street-names-s,-73.481128,45.449592
4,2,3350 sqft,-1,"1,140,000",-1.0,-1.0,-1,House,3450 Rue Geoffrion,Montréal (Saint-Laurent),,10322666,https://www.realtor.ca/real-estate/22448113/3450-rue-geoffrion-montréal-saint-laurent-saint-laurent-north,-73.731515,45.518823
5,3,,-1,"1,148,000",-1.0,-1.0,-1,House,8687 Av. San-Francisco,Brossard,,10394985,https://www.realtor.ca/real-estate/21869243/8687-av-san-francisco-brossard-street-names-r,-73.474439,45.444195
6,4,364.6 m2,-1,"1,148,000",-1.0,-1.0,-1,House,339 Rue du Golf,Montréal (L'Île-Bizard/Sainte-Geneviève),,23390366,https://www.realtor.ca/real-estate/22404242/339-rue-du-golf-montréal-lîle-bizardsainte-geneviève-lîle-bizard,-73.901386,45.506132
5,3,,-1,"1,149,000",-1.0,-1.0,-1,House,1555 Av. Kerr,Saint-Lambert,,17956711,https://www.realtor.ca/real-estate/22319486/1555-av-kerr-saint-lambert,-73.491173,45.486852
5,3,,-1,"1,149,000",-1.0,-1.0,-1,House,8990 Rue Racicot,Brossard,,28717991,https://www.realtor.ca/real-estate/22379058/8990-rue-racicot-brossard-street-names-r,-73.479264,45.43847
4,2,,-1,"1,149,000",-1.0,-1.0,-1,House,305 Rue Linden,Rosemère,,28891752,https://www.realtor.ca/real-estate/22636363/305-rue-linden-rosemère,-73.79375426,45.64619625
4,3,2400 sqft,-1,"1,149,000",-1.0,-1.0,-1,House,5105Z-5107Z Rue St-Ambroise,Montréal (Le Sud-Ouest),,22091384,https://www.realtor.ca/real-estate/22631407/5105z-5107z-rue-st-ambroise-montréal-le-sud-ouest-saint-henripetite-bourgogne,-73.591063,45.468693
4,2,,-1,"1,149,000",-1.0,-1.0,-1,House,208 Rue Willowtree,Rosemère,,14282547,https://www.realtor.ca/real-estate/22632908/208-rue-willowtree-rosemère,-73.81007893,45.62052422
3,3,168.3 m2,-1,"1,149,000",-1.0,-1.0,-1,House,1570 Rue du Centre,Montréal (Le Sud-Ouest),,17796053,https://www.realtor.ca/real-estate/22575885/1570-rue-du-centre-montréal-le-sud-ouest-pointe-saint-charles,-73.55879084,45.48483127
6,4,2432 sqft,-1,"1,149,000",-1.0,-1.0,-1,House,8105 Av. Saguenay,Brossard,,25066229,https://www.realtor.ca/real-estate/22654772/8105-av-saguenay-brossard-street-names-s,-73.484177,45.453455
4,3,,-1,"1,149,900",-1.0,-1.0,-1,House,1702 Rue des Pommetiers,Pincourt,,9858078,https://www.realtor.ca/real-estate/21450757/1702-rue-des-pommetiers-pincourt,-73.97535908,45.36889923
6,3,,-1,"1,150,000",-1.0,-1.0,-1,House,334 Windermere Road,Beaconsfield,,26191578,https://www.realtor.ca/real-estate/22306506/334-windermere-road-beaconsfield-sherwood-north-west,-73.871349,45.43583
6,4,,-1,"1,150,000",-1.0,-1.0,-1,House,940-942 Rue White,Montréal (Saint-Laurent),,10396518,https://www.realtor.ca/real-estate/22524247/940-942-rue-white-montréal-saint-laurent-saint-laurent-west,-73.697385,45.500467
4,2,213.1 m2,-1,"1,150,000",-1.0,-1.0,-1,House,3661 Av. Northcliffe,Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce),,18537744,https://www.realtor.ca/real-estate/21657302/3661-av-northcliffe-montréal-côte-des-neigesnotre-dame-de-grâce-notre-dame-de-grâce,-73.612289,45.476799
5,3,,-1,"1,150,000",-1.0,-1.0,-1,House,1969 Rue Pérodeau,Vaudreuil-Dorion,,19954214,https://www.realtor.ca/real-estate/22608881/1969-rue-pérodeau-vaudreuil-dorion-vaudreuil-east,-74.01312154,45.42242415
3,3,,-1,"1,150,000",-1.0,-1.0,-1,House,137 Boul. du Bord-de-l'Eau,Salaberry-de-Valleyfield,,14734742,https://www.realtor.ca/real-estate/22129342/137-boul-du-bord-de-leau-salaberry-de-valleyfield-salaberry-de-valleyfield,-74.16148794,45.26748519
4,3,4160 sqft,-1,"1,150,000",-1.0,-1.0,-1,House,3857 Av. de l'Empereur,Laval (Duvernay),,26878806,https://www.realtor.ca/real-estate/22468242/3857-av-de-lempereur-laval-duvernay-val-des-brises,-73.686151,45.624028
3,2,,-1,"1,150,000",-1.0,-1.0,-1,House,20000 Rue Victor,Mirabel,,22404845,https://www.realtor.ca/real-estate/22495411/20000-rue-victor-mirabel-saint-janvier,-73.88713,45.726754
4,2,,-1,"1,150,000",-1.0,-1.0,-1,House,710 Route 138,Howick,,12423053,https://www.realtor.ca/real-estate/22601257/710-route-138-howick,-73.852751,45.202007
3,2,2945 sqft,-1,"1,150,000",-1.0,-1.0,-1,House,7 Ch. du Richelieu,Saint-Basile-le-Grand,,25080254,https://www.realtor.ca/real-estate/22534761/7-ch-du-richelieu-saint-basile-le-grand-village,-73.24015268,45.52578573
3,2,,-1,"1,150,000",-1.0,-1.0,-1,House,3 Rue Bertrand,Laval (Sainte-Rose),,24178948,https://www.realtor.ca/real-estate/22568287/3-rue-bertrand-laval-sainte-rose-old-ste-rose,-73.802111,45.60769
4,3,2007 sqft,-1,"1,152,000",-1.0,-1.0,-1,House,5780 Crois. Ilan Ramon,Côte-Saint-Luc,,12073826,https://www.realtor.ca/real-estate/22506538/5780-crois-ilan-ramon-côte-saint-luc,-73.66227,45.477453
4,3,,-1,"1,158,000",-1.0,-1.0,-1,House,258 Rue Rosario,Laval (Sainte-Dorothée),,16665304,https://www.realtor.ca/real-estate/22633862/258-rue-rosario-laval-sainte-dorothée-east-islemère,-73.784256,45.516996
4,3,,-1,"1,159,000",-1.0,-1.0,-1,House,174 Rue de l'Oiselet,Saint-Colomban,,12395241,https://www.realtor.ca/real-estate/22479968/174-rue-de-loiselet-saint-colomban,-74.09926758,45.74497564
4,3,,-1,"1,159,900",-1.0,-1.0,-1,House,1100 Rue St-Andrews,Mascouche,,16576905,https://www.realtor.ca/real-estate/21593378/1100-rue-st-andrews-mascouche-city,-73.63462775,45.7438528
5,3,,-1,"1,169,000",-1.0,-1.0,-1,House,16990 Rue du Corail,Mirabel,,9246017,https://www.realtor.ca/real-estate/22446428/16990-rue-du-corail-mirabel-mirabel-en-haut,-74.04589031,45.74385753
3,2,208.5 m2,-1,"1,174,900",-1.0,-1.0,-1,House,5267Z-5269Z Av. Bessborough,Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce),,24924162,https://www.realtor.ca/real-estate/22498171/5267z-5269z-av-bessborough-montréal-côte-des-neigesnotre-dame-de-grâce-notre-dame-de-grâce,-73.643673,45.470975
4,3,282.3 m2,-1,"1,175,000",-1.0,-1.0,-1,House,139 Rue du Chevalier-de-Chaumont,Carignan,,22726177,https://www.realtor.ca/real-estate/22622745/139-rue-du-chevalier-de-chaumont-carignan,-73.295734,45.471233
5,2,221.48 m2,-1,"1,175,000",-1.0,-1.0,-1,House,138 Broughton Road,Montréal-Ouest,,25349197,https://www.realtor.ca/real-estate/22577215/138-broughton-road-montréal-ouest,-73.647603,45.449718
4,3,,-1,"1,175,000",-1.0,-1.0,-1,House,240 Rue William,Rosemère,,27376057,https://www.realtor.ca/real-estate/22631738/240-rue-william-rosemère,-73.797928,45.633538
4,2,379.1 m2,-1,"1,175,000",-1.0,-1.0,-1,House,970Z-974Z Boul. Gouin O.,Montréal (Ahuntsic-Cartierville),,16308148,https://www.realtor.ca/real-estate/22511382/970z-974z-boul-gouin-o-montréal-ahuntsic-cartierville-nouveau-bordeaux,-73.69503,45.546387
6,4,3302 sqft,-1,"1,175,000",-1.0,-1.0,-1,House,242 Rue Jourdain,Dollard-Des Ormeaux,,24725456,https://www.realtor.ca/real-estate/22107587/242-rue-jourdain-dollard-des-ormeaux-central,-73.82329434,45.47830595
4,4,,-1,"1,177,000",-1.0,-1.0,-1,House,17150 Boul. Gouin O.,Montréal (Pierrefonds-Roxboro),,17582690,https://www.realtor.ca/real-estate/22588544/17150-boul-gouin-o-montréal-pierrefonds-roxboro-pierrefondswest,-73.879263,45.47038
4,3,1964.41 sqft,-1,"1,179,000",-1.0,-1.0,-1,House,2683 Rue Wellington,Montréal (Le Sud-Ouest),,22413160,https://www.realtor.ca/real-estate/22524066/2683-rue-wellington-montréal-le-sud-ouest-pointe-saint-charles,-73.562616,45.473134
4,2,1947 sqft,-1,"1,180,000",-1.0,-1.0,-1,House,4692 Av. Victoria,Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce),,20832141,https://www.realtor.ca/real-estate/21662875/4692-av-victoria-montréal-côte-des-neigesnotre-dame-de-grâce-côte-des-neiges,-73.617864,45.485298
3,2,,-1,"1,185,000",-1.0,-1.0,-1,House,1681 Rue Gilford,Montréal (Le Plateau-Mont-Royal),,12903798,https://www.realtor.ca/real-estate/22340097/1681-rue-gilford-montréal-le-plateau-mont-royal-le-plateau-mont-royal,-73.578646,45.53421
5,3,,-1,"1,188,000",-1.0,-1.0,-1,House,40 Rue de la Bergerie,Châteauguay,,16909579,https://www.realtor.ca/real-estate/22356689/40-rue-de-la-bergerie-châteauguay,-73.74701,45.371946
5,3,,-1,"1,188,000",-1.0,-1.0,-1,House,138 Rue Tobago,Dollard-Des Ormeaux,,26651126,https://www.realtor.ca/real-estate/22630960/138-rue-tobago-dollard-des-ormeaux-central,-73.830358,45.484615
5,3,,-1,"1,188,000",-1.0,-1.0,-1,House,5148 Av. Connaught,Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce),,13548313,https://www.realtor.ca/real-estate/22542455/5148-av-connaught-montréal-côte-des-neigesnotre-dame-de-grâce-notre-dame-de-grâce,-73.652412,45.457672
4,3,,-1,"1,188,000",-1.0,-1.0,-1,House,21 Rue de Douvaine,Candiac,,26257349,https://www.realtor.ca/real-estate/22478468/21-rue-de-douvaine-candiac,-73.48491083,45.38429759
3,2,1414 sqft,-1,"1,188,800",-1.0,-1.0,-1,House,4830Z Rue Ste-Catherine O.,Westmount,,16855521,https://www.realtor.ca/real-estate/22444238/4830z-rue-ste-catherine-o-westmount,-73.597981,45.477222
5,3,4382 sqft,-1,"1,189,000",-1.0,-1.0,-1,House,147 Rue Jean-De Fonblanche,Carignan,,20550606,https://www.realtor.ca/real-estate/22090048/147-rue-jean-de-fonblanche-carignan,-73.32731981,45.51073723
4,2,,-1,"1,189,000",-1.0,-1.0,-1,House,2816 Av. Ernest-Hemingway,Montréal (Saint-Laurent),,24380108,https://www.realtor.ca/real-estate/22508127/2816-av-ernest-hemingway-montréal-saint-laurent-new-saint-laurentbois-franc,-73.712833,45.51
4,2,209 m2,-1,"1,190,000",-1.0,-1.0,-1,House,3436 Av. Marcil,Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce),,21007905,https://www.realtor.ca/real-estate/22533100/3436-av-marcil-montréal-côte-des-neigesnotre-dame-de-grâce-notre-dame-de-grâce,-73.614664,45.471835
4,3,320 m2,-1,"1,190,000",-1.0,-1.0,-1,House,72 Av. Augustin,Candiac,,19387106,https://www.realtor.ca/real-estate/21885679/72-av-augustin-candiac,-73.48626,45.387467
4,3,174.1 m2,-1,"1,190,000",-1.0,-1.0,-1,House,4500 Av. Patricia,Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce),,25603376,https://www.realtor.ca/real-estate/22332882/4500-av-patricia-montréal-côte-des-neigesnotre-dame-de-grâce-notre-dame-de-grâce,-73.643675,45.456009
4,4,,-1,"1,190,000",-1.0,-1.0,-1,House,272 Ch. des Chenaux,Vaudreuil-Dorion,,17471249,https://www.realtor.ca/real-estate/22372182/272-ch-des-chenaux-vaudreuil-dorion-vaudreuil-east,-74.015013,45.413997
4,3,4187 sqft,-1,"1,190,000",-1.0,-1.0,-1,House,87 Boul. de Fontainebleau,Blainville,,22662468,https://www.realtor.ca/real-estate/22391793/87-boul-de-fontainebleau-blainville-east,-73.82186317,45.66068655
7,4,,-1,"1,195,000",-1.0,-1.0,-1,House,5620 Av. des Perron,Laval (Auteuil),,10986447,https://www.realtor.ca/real-estate/22425834/5620-av-des-perron-laval-auteuil-others,-73.701233,45.653278
3,2,,-1,"1,195,000",-1.0,-1.0,-1,House,2251 Rue Charles-Darwin,Montréal (Saint-Laurent),,20485091,https://www.realtor.ca/real-estate/22444619/2251-rue-charles-darwin-montréal-saint-laurent-new-saint-laurentbois-franc,-73.705906,45.513808
4,3,,-1,"1,195,000",-1.0,-1.0,-1,House,6501 Ch. Bruton,Montréal (Ahuntsic-Cartierville),,15492803,https://www.realtor.ca/real-estate/22651703/6501-ch-bruton-montréal-ahuntsic-cartierville-bois-de-saraguay,-73.7244201,45.52761797
2,2,2782 sqft,-1,"1,195,000",-1.0,-1.0,-1,House,629 Ch. des Patriotes N.,Mont-Saint-Hilaire,,27554956,https://www.realtor.ca/real-estate/22540087/629-ch-des-patriotes-n-mont-saint-hilaire,-73.19024,45.57989
3,2,,-1,"1,195,000",-1.0,-1.0,-1,House,730 Tsse Pesant,Laval (Sainte-Dorothée),,9476555,https://www.realtor.ca/real-estate/22553884/730-tsse-pesant-laval-sainte-dorothée-east-islemère,-73.819962,45.518063
4,3,,-1,"1,195,000",-1.0,-1.0,-1,House,2112 Boul. Perrot,Notre-Dame-de-l'Île-Perrot,,21508508,https://www.realtor.ca/real-estate/22663366/2112-boul-perrot-notre-dame-de-lîle-perrot,-73.89066523,45.35467425
4,2,,-1,"1,195,000",-1.0,-1.0,-1,House,321 Rue Léo-Grenier,Montréal (L'Île-Bizard/Sainte-Geneviève),,24833226,https://www.realtor.ca/real-estate/22238728/321-rue-léo-grenier-montréal-lîle-bizardsainte-geneviève-lîle-bizard,-73.868061,45.509321
5,3,333.9 m2,-1,"1,198,000",-1.0,-1.0,-1,House,12225 Av. Wood,Montréal (Ahuntsic-Cartierville),,18664184,https://www.realtor.ca/real-estate/22244472/12225-av-wood-montréal-ahuntsic-cartierville-bois-de-saraguay,-73.748542,45.509932
5,3,2907 sqft,-1,"1,198,000",-1.0,-1.0,-1,House,1104 Rue Bellevue,Montréal (L'Île-Bizard/Sainte-Geneviève),,28372744,https://www.realtor.ca/real-estate/22035473/1104-rue-bellevue-montréal-lîle-bizardsainte-geneviève-lîle-bizard,-73.86314602,45.51034304
6,3,259.4 m2,-1,"1,198,000",-1.0,-1.0,-1,House,6620 Ch. Parkview,Côte-Saint-Luc,,9865519,https://www.realtor.ca/real-estate/22206380/6620-ch-parkview-côte-saint-luc,-73.650826,45.47102
5,2,,-1,"1,198,000",-1.0,-1.0,-1,House,29 Rue De Beaujeu,Coteau-du-Lac,,17682607,https://www.realtor.ca/real-estate/22451229/29-rue-de-beaujeu-coteau-du-lac,-74.154741,45.300221
5,2,2334.71 sqft,-1,"1,198,000",-1.0,-1.0,-1,House,2563 Rue Beauclerk,Montréal (Mercier/Hochelaga-Maisonneuve),,23989763,https://www.realtor.ca/real-estate/22462858/2563-rue-beauclerk-montréal-mercierhochelaga-maisonneuve-mercier,-73.529822,45.584696
2,2,2149 sqft,-1,"1,199,000",-1.0,-1.0,-1,House,4898Z Boul. De Maisonneuve O.,#SGTH5,,12551796,https://www.realtor.ca/real-estate/22368820/4898z-boul-de-maisonneuve-o-sgth5-westmount,-73.600683,45.476828
6,4,,-1,"1,199,000",-1.0,-1.0,-1,House,4831-4835 Rue De La Roche,Montréal (Le Plateau-Mont-Royal),,22662743,https://www.realtor.ca/real-estate/22019524/4831-4835-rue-de-la-roche-montréal-le-plateau-mont-royal-le-plateau-mont-royal,-73.582414,45.530694
4,4,,-1,"1,199,000",-1.0,-1.0,-1,House,4595 Rue Marc,Terrebonne (Terrebonne),,27878593,https://www.realtor.ca/real-estate/22629037/4595-rue-marc-terrebonne-terrebonne-west,-73.81753579,45.71080813
4,3,2295 sqft,-1,"1,199,000",-1.0,-1.0,-1,House,111 Av. de Normandie,Saint-Lambert,,27658946,https://www.realtor.ca/real-estate/22447128/111-av-de-normandie-saint-lambert,-73.502869,45.482816
6,2,3560 sqft,-1,"1,199,000",-1.0,-1.0,-1,House,530 Rue des Falaises,Mont-Saint-Hilaire,,24045031,https://www.realtor.ca/real-estate/22442145/530-rue-des-falaises-mont-saint-hilaire,-73.1786134,45.56444486
6,3,,-1,"1,199,000",-1.0,-1.0,-1,House,2 Av. du Docteur-Chevalier,Saint-Jean-sur-Richelieu,,9777927,https://www.realtor.ca/real-estate/22499391/2-av-du-docteur-chevalier-saint-jean-sur-richelieu-iberville,-73.24510463,45.30002183
4,2,,-1,"1,199,000",-1.0,-1.0,-1,House,641 25e Avenue,Saint-Eustache,,20082644,https://www.realtor.ca/real-estate/22442023/641-25e-avenue-saint-eustache-north-east,-73.91219536,45.59503115
3,2,1324 sqft,-1,"1,199,000",-1.0,-1.0,-1,House,1548Z Rue des Bassins,#121,,11519114,https://www.realtor.ca/real-estate/22644608/1548z-rue-des-bassins-121-montréal-le-sud-ouest-griffintown,-73.562777,45.488835
4,2,,-1,"1,199,000",-1.0,-1.0,-1,House,4832 Boul. Lévesque E.,Laval (Saint-Vincent-de-Paul),,16917883,https://www.realtor.ca/real-estate/22430913/4832-boul-lévesque-e-laval-saint-vincent-de-paul,-73.644461,45.608297
4,3,3023 sqft,-1,"1,199,000",-1.0,-1.0,-1,House,145 Rue Campbell,Mont-Saint-Hilaire,,18582075,https://www.realtor.ca/real-estate/22439419/145-rue-campbell-mont-saint-hilaire,-73.191196,45.554257
3,2,183.6 m2,-1,"1,199,000",-1.0,-1.0,-1,House,336Z Rue St-Hubert,Montréal (Ville-Marie),,18426866,https://www.realtor.ca/real-estate/22522662/336z-rue-st-hubert-montréal-ville-marie-old-montréal,-73.550457,45.511785
3,2,,-1,"1,199,900",-1.0,-1.0,-1,House,3469 Rue Jeanne-Mance,Montréal (Le Plateau-Mont-Royal),,27213438,https://www.realtor.ca/real-estate/22477463/3469-rue-jeanne-mance-montréal-le-plateau-mont-royal-le-plateau-mont-royal,-73.572358,45.510105
3,2,1096 sqft,-1,"1,199,900",-1.0,-1.0,-1,House,1188 Rue St-Antoine O.,#TH8,,10402868,https://www.realtor.ca/real-estate/22535914/1188-rue-st-antoine-o-th8-montréal-ville-marie-central,-73.5677556,45.4953655
3,2,,-1,"1,199,988",-1.0,-1.0,-1,House,524 Rue des Falaises,Mont-Saint-Hilaire,,20100854,https://www.realtor.ca/real-estate/22513781/524-rue-des-falaises-mont-saint-hilaire,-73.179713,45.56398
4,3,,-1,"1,200,000",-1.0,-1.0,-1,House,8 Av. de Lansdowne Gardens,Pointe-Claire,,27036495,https://www.realtor.ca/real-estate/22384341/8-av-de-lansdowne-gardens-pointe-claire-south-east,-73.806904,45.43734
4,2,2040 sqft,-1,"1,200,000",-1.0,-1.0,-1,House,3761 Av. Laval,Montréal (Le Plateau-Mont-Royal),,21274995,https://www.realtor.ca/real-estate/22531574/3761-av-laval-montréal-le-plateau-mont-royal-le-plateau-mont-royal,-73.573318,45.517614
5,2,,-1,"1,200,000",-1.0,-1.0,-1,House,6450 Boul. Gouin E.,Montréal (Montréal-Nord),,24891941,https://www.realtor.ca/real-estate/22046784/6450-boul-gouin-e-montréal-montréal-nord,-73.625208,45.624587
4,2,,-1,"1,200,000",-1.0,-1.0,-1,House,1420 Boul. Gouin O.,Montréal (Ahuntsic-Cartierville),,10446157,https://www.realtor.ca/real-estate/22632886/1420-boul-gouin-o-montréal-ahuntsic-cartierville-nouveau-bordeaux,-73.699545,45.545087
4,2,,-1,"1,200,000",-1.0,-1.0,-1,House,2403 Rue de Louisbourg,Montréal (Ahuntsic-Cartierville),,28544255,https://www.realtor.ca/real-estate/22585150/2403-rue-de-louisbourg-montréal-ahuntsic-cartierville-nouveau-bordeaux,-73.69514213,45.53689573
3,2,,-1,"1,200,000",-1.0,-1.0,-1,House,723 Ch. de la Montagne,Mont-Saint-Hilaire,,12641635,https://www.realtor.ca/real-estate/22240491/723-ch-de-la-montagne-mont-saint-hilaire,-73.1751994,45.53802266
5,3,183.4 m2,-1,"1,210,000",-1.0,-1.0,-1,House,3831 Av. de Hampton,Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce),,24304746,https://www.realtor.ca/real-estate/22049862/3831-av-de-hampton-montréal-côte-des-neigesnotre-dame-de-grâce-notre-dame-de-grâce,-73.621752,45.468988
5,3,2260 sqft,-1,"1,215,000",-1.0,-1.0,-1,House,7622Z Av. De Chateaubriand,Montréal (Villeray/Saint-Michel/Parc-Extension),,10589034,https://www.realtor.ca/real-estate/22631380/7622z-av-de-chateaubriand-montréal-villeraysaint-michelparc-extension-villeray,-73.620442,45.542924
4,2,1593 sqft,-1,"1,219,000",-1.0,-1.0,-1,House,58Z Tsse les Hautvilliers,Montréal (Outremont),,28436131,https://www.realtor.ca/real-estate/22603794/58z-tsse-les-hautvilliers-montréal-outremont,-73.607096,45.514073
6,2,,-1,"1,220,000",-1.0,-1.0,-1,House,310 Rue Northcote,Rosemère,,9191985,https://www.realtor.ca/real-estate/22527296/310-rue-northcote-rosemère,-73.80157433,45.6377723
6,2,,-1,"1,220,000",-1.0,-1.0,-1,House,12240 Av. Martin,Montréal (Ahuntsic-Cartierville),,21666511,https://www.realtor.ca/real-estate/22196583/12240-av-martin-montréal-ahuntsic-cartierville-bois-de-saraguay,-73.749252,45.510878
5,2,3348 sqft,-1,"1,225,000",-1.0,-1.0,-1,House,2010 Rue Marcelle-Ferron,Longueuil (Le Vieux-Longueuil),,16082343,https://www.realtor.ca/real-estate/22404599/2010-rue-marcelle-ferron-longueuil-le-vieux-longueuil-parcours-du-cerf,-73.44612088,45.55568878
4,4,,-1,"1,225,000",-1.0,-1.0,-1,House,78 Rue de l'Andalou,Blainville,,26995889,https://www.realtor.ca/real-estate/22202482/78-rue-de-landalou-blainville-north,-73.86736686,45.68986362
4,2,,-1,"1,228,000",-1.0,-1.0,-1,House,1193 Rue Demers,Carignan,,22888668,https://www.realtor.ca/real-estate/22643737/1193-rue-demers-carignan,-73.28831,45.467611
4,3,,-1,"1,238,000",-1.0,-1.0,-1,House,40 Rue Dumas,Candiac,,22733857,https://www.realtor.ca/real-estate/22295733/40-rue-dumas-candiac,-73.49766972,45.38357422
7,4,416.2 m2,-1,"1,248,000",-1.0,-1.0,-1,House,7770 Rue De Bécancour,Montréal (Ahuntsic-Cartierville),,17278102,https://www.realtor.ca/real-estate/22429259/7770-rue-de-bécancour-montréal-ahuntsic-cartierville-bois-de-saraguay,-73.735711,45.521986
5,3,3176 sqft,-1,"1,248,800",-1.0,-1.0,-1,House,1755 Rue Decelles,Montréal (Saint-Laurent),,26301461,https://www.realtor.ca/real-estate/22367273/1755-rue-decelles-montréal-saint-laurent-old-saint-laurent,-73.684626,45.509846
5,2,,-1,"1,249,000",-1.0,-1.0,-1,House,141 Rue Delinelle,Montréal (Le Sud-Ouest),,13051353,https://www.realtor.ca/real-estate/22655592/141-rue-delinelle-montréal-le-sud-ouest-saint-henripetite-bourgogne,-73.585657,45.472084
5,3,,-1,"1,249,000",-1.0,-1.0,-1,House,489 Rue du Massif,Mont-Saint-Hilaire,,27115958,https://www.realtor.ca/real-estate/21921375/489-rue-du-massif-mont-saint-hilaire,-73.18077922,45.5656225
4,3,,-1,"1,249,000",-1.0,-1.0,-1,House,3235 Rg du Haut-St-François,Laval (Duvernay),,23287717,https://www.realtor.ca/real-estate/22597926/3235-rg-du-haut-st-françois-laval-duvernay-val-des-brises,-73.692668,45.623831
7,2,247.6 m2,-1,"1,249,000",-1.0,-1.0,-1,House,3755 Rue Lémery,Brossard,,28997365,https://www.realtor.ca/real-estate/22478039/3755-rue-lémery-brossard-street-names-l,-73.44210226,45.44391585
5,2,,-1,"1,249,000",-1.0,-1.0,-1,House,12 Rue de l'Épine,Blainville,,28140507,https://www.realtor.ca/real-estate/22525177/12-rue-de-lépine-blainville-east,-73.80194289,45.68484833
2,2,2288 sqft,-1,"1,249,000",-1.0,-1.0,-1,House,1070 Rue Richelieu,Saint-Marc-sur-Richelieu,,21010759,https://www.realtor.ca/real-estate/22362970/1070-rue-richelieu-saint-marc-sur-richelieu,-73.193843,45.720062
5,3,,-1,"1,249,000",-1.0,-1.0,-1,House,42 Rue de Tarascon,Blainville,,15924424,https://www.realtor.ca/real-estate/22413195/42-rue-de-tarascon-blainville-east,-73.830121,45.660972
6,3,3100 sqft,-1,"1,249,900",-1.0,-1.0,-1,House,12 Condover Road,Pointe-Claire,,23168374,https://www.realtor.ca/real-estate/22558910/12-condover-road-pointe-claire-south-west,-73.82140454,45.44010822
3,3,,-1,"1,250,000",-1.0,-1.0,-1,House,895 Boul. Cadieux,Beauharnois,,24592530,https://www.realtor.ca/real-estate/22505396/895-boul-cadieux-beauharnois-beauharnois,-73.875094,45.300995
4,3,,-1,"1,250,000",-1.0,-1.0,-1,House,2880 Rue Guy-Hoffmann,Montréal (Saint-Laurent),,15785794,https://www.realtor.ca/real-estate/22355313/2880-rue-guy-hoffmann-montréal-saint-laurent-new-saint-laurentbois-franc,-73.734549,45.505508
3,2,2030 sqft,-1,"1,250,000",-1.0,-1.0,-1,House,3969 Rue Rivard,Montréal (Le Plateau-Mont-Royal),,14591697,https://www.realtor.ca/real-estate/22195995/3969-rue-rivard-montréal-le-plateau-mont-royal-le-plateau-mont-royal,-73.574511,45.521059
4,3,,-1,"1,250,000",-1.0,-1.0,-1,House,5883 Av. Notre-Dame-de-Grâce,Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce),,10060785,https://www.realtor.ca/real-estate/22092778/5883-av-notre-dame-de-grâce-montréal-côte-des-neigesnotre-dame-de-grâce-notre-dame-de-grâce,-73.621965,45.470221
5,2,,-1,"1,250,000",-1.0,-1.0,-1,House,180 Rue Jeanne-Servignan,Carignan,,17403935,https://www.realtor.ca/real-estate/22538575/180-rue-jeanne-servignan-carignan,-73.29046795,45.47169246
3,2,2100 sqft,-1,"1,250,000",-1.0,-1.0,-1,House,3695 Rue Dandurand,Montréal (Rosemont/La Petite-Patrie),,9133193,https://www.realtor.ca/real-estate/22570478/3695-rue-dandurand-montréal-rosemontla-petite-patrie-old-rosemont,-73.57394,45.556136
4,2,,-1,"1,250,000",-1.0,-1.0,-1,House,3865 Rue des Cyprès,Brossard,,20360041,https://www.realtor.ca/real-estate/22100945/3865-rue-des-cyprès-brossard-street-names-c,-73.431187,45.452142
4,3,,-1,"1,250,000",-1.0,-1.0,-1,House,3900 Rue des Cyprès,Brossard,,11638568,https://www.realtor.ca/real-estate/20729507/3900-rue-des-cyprès-brossard-street-names-c,-73.43071288,45.452093
4,2,3164.59 sqft,-1,"1,250,000",-1.0,-1.0,-1,House,1069 Rue Bellevue,Montréal (L'Île-Bizard/Sainte-Geneviève),,28302396,https://www.realtor.ca/real-estate/22611550/1069-rue-bellevue-montréal-lîle-bizardsainte-geneviève-lîle-bizard,-73.86757503,45.5101923
